(!= null),TRAIL_LAMBDA,COMPANION_OBJECT,NULL_DEREF,Token(token=DOT_SAFE),Token(token=ELVIS),Token(token=RANGE),Name(name=run),Name(name=let),Name(name=also),Name(name=apply),Name(name=with),filename
0,1,1,0,0,0,0,0,0,0,0,0,kotlinCode-deviant-studi-the_forecast-10-2015-14
1,1,1,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-500
1,0,1,1,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-785
0,1,1,0,0,0,0,0,0,0,1,1,kotlinCode-Blank-AndroidUtilCode-5-2016-74
0,4,0,0,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-445
0,0,0,6,1,0,0,0,0,0,0,0,kotlinCode-dkhmelenk-Varis-Android-0-2015-13
0,0,1,0,0,0,0,0,0,0,0,0,kotlinCode-requer-requery-5-2015-4
0,2,0,0,0,0,0,0,0,0,0,0,kotlinCode-Almas-FXGL-2-2015-81
1,2,0,0,3,0,0,0,0,0,2,0,kotlinCode-twiceyua-RetroPreference-13-2017-25
0,1,1,1,1,0,0,0,0,0,0,1,kotlinCode-Blank-AndroidUtilCode-5-2016-25
0,1,0,0,1,0,0,0,1,0,0,0,kotlinCode-Almas-FXGL-2-2015-72
0,0,1,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-633
0,21,1,6,0,0,2,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-667
0,0,0,0,4,4,0,0,0,0,0,0,kotlinCode-ohma-DmsExplorer-1-2016-6
0,1,0,0,0,0,1,0,0,0,0,0,kotlinCode-jbmlair-DiscogsBrowser-1-2017-74
0,0,1,0,0,0,0,0,0,0,0,0,kotlinCode-Almas-FXGL-2-2015-23
2,0,1,1,0,0,0,0,0,0,0,0,kotlinCode-SKrotki-eMia-Android-7-2018-12
2,1,1,12,0,0,0,0,0,0,0,0,kotlinCode-Taishi--KArchi-21-2017-12
0,0,0,0,0,0,0,0,0,0,0,3,kotlinCode-viorg-Photon-22-2016-2
0,4,0,0,0,0,0,0,0,0,0,0,kotlinCode-neari-Android-UI-Bindings-84-2017-5
1,11,1,5,17,2,0,0,3,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-89
0,3,0,0,0,0,0,0,0,0,0,0,kotlinCode-iSoro-uhabits-0-2014-23
0,2,0,2,0,0,0,0,0,0,0,1,kotlinCode-CeuiLiS-Pixiv-android-4-2018-5
0,0,1,0,0,0,0,0,0,0,0,0,kotlinCode-EmmanuelMes-Simple-Accounting-13-2016-32
0,0,1,0,0,0,0,0,0,0,0,1,kotlinCode-Blank-AndroidUtilCode-5-2016-87
0,0,1,0,0,0,0,0,0,0,0,0,kotlinCode-Blank-AndroidUtilCode-5-2016-11
0,0,1,0,2,2,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-531
0,2,0,0,2,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-425
0,1,0,0,0,0,0,0,0,0,0,0,kotlinCode-Zhuinde-simple-stack-2-2017-29
3,1,0,4,0,0,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-471
0,0,0,0,0,2,0,0,0,0,1,0,kotlinCode-twiceyua-RetroPreference-13-2017-11
0,0,1,0,0,0,0,0,0,0,0,0,kotlinCode-Blank-AndroidUtilCode-5-2016-40
0,2,0,0,0,0,0,0,0,0,0,0,kotlinCode-kickstarte-android-oss-16-2016-5
4,9,0,1,1,1,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-474
0,1,0,0,0,0,0,0,0,0,0,0,kotlinCode-westnordos-StreetComplete-0-2016-534
0,23,1,0,0,3,0,0,0,0,0,0,kotlinCode-zdend-aosp_platform_frameworks_support-0-2018-420
